Account,Identifier,Account ID,Transaction Id,Currency,Transaction Type,Post Date,Amount
LCREP-PNC-Trading7277,CCYUSD,369050,1709649711,USD,Cash Transfer,11/10/2025,-20000.00
LTRS1_ICLOAN,CCYUSD,403313,1708518029,USD,Cash Transfer,11/6/2025,-10315.46
TUERI-PNC-Trading5976,CCYUSD,369049,1719434902,USD,Cash Transfer,11/24/2025,-7812.50
LCREF-PNC-Trading7285,CCYUSD,369053,1719434914,USD,Cash Transfer,11/24/2025,-7500.00
LCF-PNC-Trading9916,CCYUSD,369041,1710390079,USD,Cash Transfer,11/12/2025,-4400.00
LCFHR-JPM-7873,CCYUSD,369026,1707867671,USD,Cash Transfer,11/7/2025,-3000.00
TUERI-JPM-1777,CCYUSD,369036,1719341740,USD,Cash Transfer,11/24/2025,-3000.00
LCI - PNC - Trading 6012,CCYUSD,369037,1719434862,USD,Cash Transfer,11/24/2025,-2000.00
LCI - PNC - Trading 6012,CCYUSD,369037,1717299682,USD,Cash Transfer,11/20/2025,-1300.00
LCFHR - PNC Trading 9924,CCYUSD,369038,1717299741,USD,Cash Transfer,11/20/2025,-1300.00
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1714788436,USD,Cash Transfer,11/10/2025,-660.50
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1714788434,USD,Cash Transfer,11/7/2025,-660.46
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1707511802,USD,Cash Transfer,11/6/2025,-660.45
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1707511805,USD,Cash Transfer,11/5/2025,-660.44
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1705745232,USD,Cash Transfer,11/4/2025,-660.43
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1705745235,USD,Cash Transfer,11/3/2025,-660.42
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1721575946,USD,Cash Transfer,11/25/2025,-492.46
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1719458150,USD,Cash Transfer,11/24/2025,-492.45
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1718271226,USD,Cash Transfer,11/21/2025,-492.42
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1717263769,USD,Cash Transfer,11/20/2025,-492.41
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1716531928,USD,Cash Transfer,11/19/2025,-492.40
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1716531926,USD,Cash Transfer,11/18/2025,-492.39
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1714788446,USD,Cash Transfer,11/17/2025,-492.38
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1714788443,USD,Cash Transfer,11/14/2025,-492.35
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1714788439,USD,Cash Transfer,11/13/2025,-492.34
LTRS1-JPM-7907,CCYUSD,369032,1710300900,USD,Cash Transfer,11/12/2025,-400.00
LCF8T-WF-CS Repo-8957,CCYUSD,369056,1710382973,USD,Cash Transfer,11/12/2025,-126.20
LCF1T-WF-Wells Repo-5657,CCYUSD,369068,1710383450,USD,Cash Transfer,11/12/2025,-95.11
LCFII-WF-JPM Repo-7005,CCYUSD,369057,1710383345,USD,Cash Transfer,11/12/2025,-17.94
LCF-PNC-Trading9916,CCYUSD,369041,1709649673,USD,Cash Transfer,11/10/2025,-1.00
LTRS1_ICLOAN,CCYUSD,403313,1707519901,USD,Cash Transfer,12/6/2025,0.00
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1705745231,USD,Cash Transfer,11/4/2025,0.01
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1707511806,USD,Cash Transfer,11/5/2025,0.01
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1707511803,USD,Cash Transfer,11/6/2025,0.01
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1714788433,USD,Cash Transfer,11/7/2025,0.01
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1714788440,USD,Cash Transfer,11/13/2025,0.01
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1714788442,USD,Cash Transfer,11/14/2025,0.01
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1716531925,USD,Cash Transfer,11/18/2025,0.01
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1716531929,USD,Cash Transfer,11/19/2025,0.01
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1717263770,USD,Cash Transfer,11/20/2025,0.01
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1718271225,USD,Cash Transfer,11/21/2025,0.01
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1721575962,USD,Cash Transfer,11/25/2025,0.01
LCF-PNC-Trading9916,CCYUSD,369041,1704575916,USD,Cash Transfer,11/3/2025,0.03
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1714788445,USD,Cash Transfer,11/17/2025,0.03
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1719458149,USD,Cash Transfer,11/24/2025,0.03
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1705745234,USD,Cash Transfer,11/3/2025,0.04
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1714788437,USD,Cash Transfer,11/10/2025,0.04
LCFHR - PNC Trading 9924,CCYUSD,369038,1710390410,USD,Cash Transfer,11/12/2025,145.17
LCFHR-WF-4069,CCYUSD,369077,1715767004,USD,Cash Transfer,11/12/2025,173.53
LCFP4-JPM FIPB-2LAC,CCYUSD,511983,1704575595,USD,Cash Transfer,11/3/2025,243.65
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1714788438,USD,Cash Transfer,11/13/2025,492.33
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1714788441,USD,Cash Transfer,11/14/2025,492.34
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1714788444,USD,Cash Transfer,11/17/2025,492.35
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1716531924,USD,Cash Transfer,11/18/2025,492.38
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1716531927,USD,Cash Transfer,11/19/2025,492.39
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1717263768,USD,Cash Transfer,11/20/2025,492.40
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1718271224,USD,Cash Transfer,11/21/2025,492.41
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1719458148,USD,Cash Transfer,11/24/2025,492.42
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1721575971,USD,Cash Transfer,11/25/2025,492.45
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1705745233,USD,Cash Transfer,11/3/2025,660.38
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1705745230,USD,Cash Transfer,11/4/2025,660.42
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1707511804,USD,Cash Transfer,11/5/2025,660.43
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1707511801,USD,Cash Transfer,11/6/2025,660.44
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1714788432,USD,Cash Transfer,11/7/2025,660.45
LCF1R-WF-Wells Repo-1529,CCYUSD,369060,1714788435,USD,Cash Transfer,11/10/2025,660.46
LCF-PNC-Trading9916,CCYUSD,369041,1704575915,USD,Cash Transfer,11/3/2025,737.67
LCI - PNC - Trading 6012,CCYUSD,369037,1717299683,USD,Cash Transfer,11/20/2025,1300.00
LCFHR - PNC Trading 9924,CCYUSD,369038,1710390418,USD,Cash Transfer,11/12/2025,1703.01
TUERI-PNC-Trading5976,CCYUSD,369049,1719434892,USD,Cash Transfer,11/24/2025,2000.00
LCFHR - PNC Trading 9924,CCYUSD,369038,1706309643,USD,Cash Transfer,11/5/2025,2045.61
TUERI-PNC-Trading5976,CCYUSD,369049,1719434895,USD,Cash Transfer,11/24/2025,3000.00
LCREP-PNC-Trading7277,CCYUSD,369050,1710389929,USD,Cash Transfer,11/12/2025,4400.00
LCF-JPM-7610,CCYUSD,369017,1706215314,USD,Cash Transfer,11/5/2025,7500.00
LCF-JPM-7610,CCYUSD,369017,1705745286,USD,Cash Transfer,11/4/2025,13774.39
TUERI-JPM-1777,CCYUSD,369036,1712200808,USD,Cash Transfer,11/14/2025,14850.00
LCF-PNC-Trading Loan8877,CCYUSD,369043,1710390210,USD,Cash Transfer,11/12/2025,15000.00
LCF-PNC-Trading9916,CCYUSD,369041,1709649670,USD,Cash Transfer,11/10/2025,20000.00
LCF-JPM-7610,CCYUSD,369017,1707205516,USD,Cash Transfer,11/6/2025,22000.00
LCF-PNC-Trading Loan8877,CCYUSD,369043,1709649676,USD,Cash Transfer,11/10/2025,30000.00
LCC-PNC-8268,CCYUSD,369052,1715446343,USD,Cash Transfer,11/18/2025,30000.00
LCI - PNC - Trading 6012,CCYUSD,369037,1707275379,USD,Cash Transfer,11/6/2025,35121.51
LCF-PNC-Trading9916,CCYUSD,369041,1722513791,USD,Cash Transfer,11/10/2025,37000.00
LCF-PNC-Trading Loan8877,CCYUSD,369043,1712757855,USD,Cash Transfer,11/14/2025,38114.35
LCFHR - PNC Trading 9924,CCYUSD,369038,1717299754,USD,Cash Transfer,11/20/2025,40000.00
LCI - PNC - Trading 6012,CCYUSD,369037,1704283909,USD,Cash Transfer,11/3/2025,50000.00
LCC-PNC-8268,CCYUSD,369052,1704283914,USD,Cash Transfer,11/3/2025,52732.00
LCF-PNC-Trading9916,CCYUSD,369041,1707275399,USD,Cash Transfer,11/6/2025,80000.00
LCC-PNC-8268,CCYUSD,369052,1710390173,USD,Cash Transfer,11/12/2025,81780.00
LCF-PNC-Trading Loan8877,CCYUSD,369043,1709649678,USD,Cash Transfer,11/10/2025,85000.00
LCF-PNC-Trading9916,CCYUSD,369041,1712757850,USD,Cash Transfer,11/14/2025,85311.98
LCR3-PNC-Trading6047,CCYUSD,369044,1717299732,USD,Cash Transfer,11/20/2025,85311.98
LCF-PNC-Trading Loan8877,CCYUSD,369043,1721859662,USD,Cash Transfer,11/25/2025,90000.00
LCFP3-JPM FIPB-2LDD,CCYUSD,369007,1719122383,USD,Cash Transfer,11/24/2025,100000.00
LCF-PNC-Trading Loan8877,CCYUSD,369043,1711572953,USD,Cash Transfer,11/13/2025,100000.00
LCC-PNC-8268,CCYUSD,369052,1708345677,USD,Cash Transfer,11/7/2025,105000.00
LCC-PNC-8268,CCYUSD,369052,1716342471,USD,Cash Transfer,11/19/2025,105000.00
LCFHR - PNC Trading 9924,CCYUSD,369038,1717299753,USD,Cash Transfer,11/20/2025,112500.00
LCC-PNC-8268,CCYUSD,369052,1717299772,USD,Cash Transfer,11/20/2025,112500.00
MID2T-PNC-7995,CCYUSD,369197,1722360510,USD,Cash Transfer,11/20/2025,112500.00
LCF-PNC-Trading Loan8877,CCYUSD,369043,1715446341,USD,Cash Transfer,11/18/2025,130000.00
LCF-PNC-Trading Loan8877,CCYUSD,369043,1717299743,USD,Cash Transfer,11/20/2025,135000.00
LCF-PNC-Trading9916,CCYUSD,369041,1721859980,USD,Cash Transfer,11/25/2025,148500.00
LCFP3-JPM FIPB-2LDD,CCYUSD,369007,1710081827,USD,Cash Transfer,11/12/2025,150000.00
TUERI-JPM-1777,CCYUSD,369036,1709644114,USD,Cash Transfer,11/10/2025,150000.00
LCF-PNC-Trading9916,CCYUSD,369041,1716342423,USD,Cash Transfer,11/19/2025,150000.00
LCF-PNC-Trading9916,CCYUSD,369041,1721859885,USD,Cash Transfer,11/25/2025,150000.00
LCFP3-JPM FIPB-Margin,CCYUSD,492306,1716584152,USD,Cash Transfer,11/19/2025,150090.00
LCFHR - PNC Trading 9924,CCYUSD,369038,1718368864,USD,Cash Transfer,11/21/2025,152000.00
LCI - PNC - Trading 6012,CCYUSD,369037,1707275373,USD,Cash Transfer,11/6/2025,180000.00
LCFHR - PNC Trading 9924,CCYUSD,369038,1707275454,USD,Cash Transfer,11/6/2025,180000.00
TUERI-PNC-Trading5976,CCYUSD,369049,1707275582,USD,Cash Transfer,11/6/2025,182796.41
LCR3-PNC-Trading6047,CCYUSD,369044,1704283920,USD,Cash Transfer,11/3/2025,183000.00
LCR3-PNC-Trading6047,CCYUSD,369044,1719434913,USD,Cash Transfer,11/24/2025,199000.00
LCI - PNC - Trading 6012,CCYUSD,369037,1709649653,USD,Cash Transfer,11/10/2025,233000.00
LCF-PNC-Trading Loan8877,CCYUSD,369043,1710390212,USD,Cash Transfer,11/12/2025,285000.00
LCREF-PNC-Trading7285,CCYUSD,369053,1706309670,USD,Cash Transfer,11/5/2025,300000.00
LCFHR - PNC Trading 9924,CCYUSD,369038,1721889053,USD,Cash Transfer,11/25/2025,304000.00
LCFP3-JPM FIPB-2LDD,CCYUSD,369007,1711291480,USD,Cash Transfer,11/13/2025,312000.00
TUERI-JPM-1777,CCYUSD,369036,1709644113,USD,Cash Transfer,11/10/2025,324288.54
LCREF-PNC-Trading7285,CCYUSD,369053,1705487974,USD,Cash Transfer,11/4/2025,350000.00
LCF-JPM-7610,CCYUSD,369017,1714015322,USD,Cash Transfer,11/17/2025,400000.00
LCREP-PNC-Trading7277,CCYUSD,369050,1710389931,USD,Cash Transfer,11/12/2025,435600.00
LCREF-PNC-Trading7285,CCYUSD,369053,1710390522,USD,Cash Transfer,11/12/2025,440000.00
LCF-PNC-Trading9916,CCYUSD,369041,1706309656,USD,Cash Transfer,11/5/2025,445000.00
LCREF-PNC-Trading7285,CCYUSD,369053,1709649723,USD,Cash Transfer,11/10/2025,476723.21
LCI-JPM-5502,CCYUSD,369023,1718715204,USD,Cash Transfer,11/21/2025,490000.00
